perfidious,tending to betray,613
periphery,the outside boundary or surface of something ,614
periphrasis,a style that involves indirect ways of expressing things ,615
permeable,allowing fluids or gases to pass or diffuse through,616
perpetuity,the property of being perpetual (seemingly ceaseless) ,617
perspicacious,acutely insightful and wise,618
perturbation,an unhappy and worried mental state,619
pestiferous,contaminated with infecting organisms,620
petticoat,undergarment worn under a skirt ,621
petunia,any of numerous tropical herbs having fluted funnel-shaped flowers,622
phalanx,any of the bones of the fingers or toes,623
philology,the humanistic study of language and literature ,624
phlegmatic,showing little emotion,625
photomontage,a montage that uses photographic images,626
photosynthesis,synthesis of compounds with the aid of radiant energy (especially in plants),627
phraseology,the manner in which something is expressed in words,628
physicist,a scientist trained in physics,629
picaresque,involving clever rogues or adventurers especially as in a type of fiction,630
picayune,(informal) small and of little importance,631
piccalilli,relish of chopped pickled cucumbers and green peppers and onion,632
piquancy,a tart spicy quality ,633
pirouette,"(ballet) a rapid spin of the body (especially on the toes as in ballet) v 1: do a pirouette, usually as part of a dance",634
piscatorial,relating to or characteristic of the activity of fishing,635
placable,easily calmed or pacified ,636
placatory,intended to pacify by acceding to demands or granting concessions,637
plagiarism,a piece of writing that has been copied from someone else and is presented as being your own work,638
plenipotentiary,a diplomat who is fully authorized to represent his or her government,639
poignant,arousing affect,640
poliomyelitis,an acute viral disease marked by inflammation of nerve cells of the brain stem and spinal cord ,641
polysyllabic,having or characterized by words of more than three syllables,642
pontifical,proceeding from or ordered by or subject to a pope or the papacy regarded as the successor of the Apostles,643
posthumous,occurring or coming into existence after a person's death,644
potassium,a light soft silver-white metallic element of the alkali metal group,645
precocious,characterized by or characteristic of exceptionally early development or maturity (especially in mental aptitude),646
precursory,warning of future misfortune ,647
predecessor,one who precedes you in time (as in holding a position or office),648
prestidigitator,someone who performs magic tricks to amuse an audience ,649
probabilism,a Roman Catholic system of casuistry that when expert opinions differ an actor can follow any solidly probable opinion that he wishes even though some different opinion might be more probable,650
proboscis,the human nose (especially when it is large),651
procrustean,of or relating to the mythical giant Procrustes or the mode of torture practiced by him,652
prodigal,recklessly wasteful,653
profligacy,the trait of spending extravagantly ,654
progeny,the immediate descendants of a person,655
prognostication,a sign of something about to happen,656
proliferation,growth by the rapid multiplication of parts,657
promulgate,state or announce,658
propinquity,the property of being close together ,659
propitiate,make peace with ,660
proscenium,"the part of a modern theater stage between the curtain and the orchestra (i.e., in front of the curtain) ",661
protocol,(computer science) rules determining the format and transmission of data ,662
psilophyton,any plant or fossil of the genus Psilophyton,663
psoriasis,a chronic skin disease characterized by dry red patches covered with scales,664
puerile,of or characteristic of a child,665
pugilistic,of or relating to pugilism or pugilists,666
puissance,power to influence or coerce,667
punctilious,marked by precise accordance with details,668
purgatory,a temporary condition of torment or suffering,669
purloin,make off with belongings of others ,670
purveyor,someone who supplies provisions (especially food),671
pusillanimous,lacking in courage and manly strength and resolution,672
putrescent,becoming putrid,673
pylorus,a small circular opening between the stomach and the duodenum,674
pyrrhic,of or relating to a war dance of ancient Greece,675
quagmire,a soft wet area of low-lying land that sinks underfoot ,676
quarantine,enforced isolation of patients suffering from a contagious disease in order to prevent the spread of disease,677
quiescent,not active or activated,678
quintessence,the fifth and highest element after air and earth and fire and water,679
quixotic,not sensible about practical matters,680
rallentando,slowing down,681
rancorous,showing deep-seated resentment,682
rathskeller,a tavern below street level featuring beer,683
ratiocination,the proposition arrived at by logical reasoning (such as the proposition that must follow from the major and minor premises of a syllogism) ,684
raucous,unpleasantly loud and harsh ,685
recalcitrant,stubbornly resistant to authority or control,686
recognizance,(law) a security entered into before a court with a condition to perform some act required by law,687
recrudescence,a return of something after a period of abatement,688
redoubtable,inspiring fear,689
redundancy,repetition of messages to reduce the probability of errors in transmission,690
regimen,(medicine) a systematic plan for therapy (often including diet) ,691
rehabilitation,the restoration of someone to a useful place in society,692
reiterate,"to say, state, or perform again",693
remuneration,something that remunerates,694
renaissance,the period of European history at the close of the Middle Ages and the rise of the modern world,695
repatriation,the act of returning to the country of origin,696
repercussion,a remote or indirect consequence of some action,697
repertoire,the entire range of skills or aptitudes or devices used in a particular field or occupation,698
reprehensible,bringing or deserving severe rebuke or censure,699
reptilian,"of or relating to the class Reptilia n 1: any cold-blooded vertebrate of the class Reptilia including tortoises, turtles, snakes, lizards, alligators, crocodiles, and extinct forms ",700
rescind,cancel officially,701
resilient,"recovering readily from adversity, depression, or the like",702
resuscitate,cause to regain consciousness,703
retaliatory,of or relating to or having the nature of retribution,704
reticence,the trait of being uncommunicative,705
reveille,(military) signal to wake up ,706
rhetoric,using language effectively to please or persuade,707
rhododendron,any shrub of the genus Rhododendron: evergreen shrubs or small shrubby trees having leathery leaves and showy clusters of campanulate (bell-shaped) flowers,708
ricketiness,the quality of not being steady or securely fixed in place ,709
riparian,of or relating to or located on the banks of a river or stream,710
rissole,minced cooked meat or fish coated in egg and breadcrumbs and fried in deep fat,711
roguery,reckless or malicious behavior that causes discomfort or annoyance in others ,712
romanticism,impractical romantic ideals and attitudes,713
roughhewn,of stone or timber,714
roulette,a line generated by a point on one figure rolling around a second figure ,715
roustabout,a member of a ship's crew who performs manual labor ,716
rubella,a contagious viral disease that is a milder form of measles lasting three or four days,717
sabbatical,of or relating to the Sabbath,718
saccharine,overly sweet ,719
salicylate,a salt of salicylic acid (included in several commonly used drugs),720
salivary,of or relating to saliva,721
sanctimonious,excessively or hypocritically pious,722
sanctity,the quality of being holy ,723
sanguinary,accompanied by bloodshed,724
saprobic,living in or being an environment rich in organic matter but lacking oxygen,725
saprophagous,(of certain animals) feeding on dead or decaying animal matter ,726
sardonic,disdainfully or ironically humorous,727
satiate,supplied (especially fed) to satisfaction ,728
satiety,the state of being satisfactorily full and unable to take on more ,729
satirical,exposing human folly to ridicule,730
saturnine,bitter or scornful,731
saurian,of or relating to lizards ,732
scabrous,rough to the touch,733
scaffolding,a system of scaffolds ,734
scalpel,a thin straight surgical knife used in dissection and surgery,735
scenarist,a writer of screenplays,736
scheduling,setting an order and time for planned events ,737
schismatic,of or relating to or involved in or characteristic of schism,738
schizophrenia,any of several psychotic disorders characterized by distortions of reality and disturbances of thought and language and withdrawal from social contact ,739
scintilla,a tiny or scarcely detectable amount ,740
scofflaw,one who habitually ignores the law and does not answer court summonses,741
scrivener,someone employed to make written copies of documents and manuscripts ,742
scurrilous,expressing offensive reproach ,743
secretion,the organic process of synthesizing and releasing some substance ,744
sediment,matter that has been deposited by some natural process ,745
seditious,arousing to action or rebellion ,746
seepage,the process of seeping ,747
seismography,the measurement of tremors and shocks and undulatory movements of earthquakes,748
semaphore,an apparatus for visual signaling with lights or mechanically moving arms v 1: send signals by or as if by semaphore,749
sequester,"requisition forcibly, as of enemy property",750
serendipity,good luck in making unexpected and fortunate discoveries,751
sextuplet,the cardinal number that is the sum of five and one ,752
skedaddle,"a hasty flight v 1: run away, as if in a panic",753
sonorous,full and loud and deep,754
sophistry,a deliberately invalid argument displaying ingenuity in reasoning in the hope of deceiving someone ,755
soporific,sleep inducing ,756
soubrette,a pert or flirtatious young girl,757
soupcon,a slight but appreciable amount,758
splenetic,of or relating to the spleen ,759
spurious,plausible but false,760
staccato,separating the notes,761
stalagmite,a cylinder of calcium carbonate projecting upward from the floor of a limestone cave,762
statuesque,of size and dignity suggestive of a statue ,763
stealthily,in a stealthy manner,764
stenosis,abnormal narrowing of a bodily canal or passageway ,765
sternum,the flat bone that articulates with the clavicles and the first seven pairs of ribs ,766
stethoscope,a medical instrument for listening to the sounds generated inside the body,767
stigmatism,the condition of having or being marked by stigmata,768
stipple,engrave by means of dots and flicks,769
stoolie,someone acting as an informer or decoy for the police ,770
stricture,abnormal narrowing of a bodily canal or passageway ,771
strychnine,an alkaloid plant toxin extracted chiefly from nux vomica,772
stultify,prove to be of unsound mind or demonstrate someone's incompetence,773
stupefy,make dull or stupid or muddle with drunkenness or infatuation ,774
stygian,hellish,775
subaltern,inferior in rank or status,776
subliminal,below the threshold of conscious perception,777
subsistence,minimal (or marginal) resources for subsisting,778
subterfuge,something intended to misrepresent the true nature of an activity,779
succotash,fresh corn and lima beans with butter or cream,780
suffragan,an assistant or subordinate bishop of a diocese ,781
superficies,the purely external aspect of a thing,782
surname,the name used to identify the members of a family (as distinguished from each member's given name) ,783
surveillance,close observation of a person or group (usually by the police),784
swizzle,any of various tall frothy mixed drinks made usually of rum and lime juice and sugar shaken with ice,785
sycophant,a person who tries to please someone in order to gain a personal advantage ,786
syllepsis,use of a word to govern two or more words though agreeing in number or case etc. with only one,787
syncopation,(phonology) the loss of sounds from within a word (as in `fo'c'sle' for `forecastle') ,788
tertian,relating to symptoms (especially malarial fever) that appear every other day,789
testaceous,relating to or possessing a testa or hard shell,790
thaumaturgy,any art that invokes supernatural powers ,791
theocracy,a political unit governed by a deity (or by officials thought to be divinely guided),792
theosophy,a system of belief based on mystical insight into the nature of God and the soul,793
therapeutic,tending to cure or restore to health,794
thesaurus,a book containing a classified list of synonyms ,795
thrombosis,the formation or presence of a thrombus (a clot of coagulated blood attached at the site of its formation) in a blood vessel,796
tintinnabulation,the sound of a bell ringing,797
titillate,"touch (a body part) lightly so as to excite the surface nerves and cause uneasiness, laughter, or spasmodic movements ",798
tonsillitis,inflammation of the tonsils (especially the palatine tonsils),799
torrential,relating to or resulting from the action of a torrent,800
torsion,a tortuous and twisted shape or position,801
triceps,any skeletal muscle having three origins (but especially the triceps brachii),802
trichinosis,infestation by trichina larvae that are transmitted by eating inadequately cooked meat (especially pork),803
tricuspid,having three cusps or points (especially a molar tooth),804
tripartite,involving three parties or elements,805
tumefaction,the process of tumefying,806
tumultuous,characterized by unrest or disorder or insubordination,807
turpitude,a corrupt or depraved or degenerate act or practice,808
ubiquitous,being present everywhere at once ,809
umbrage,a feeling of anger caused by being offended,810
unctuous,unpleasantly and excessively suave or ingratiating in manner or speech,811
underrate,make too low an estimate of,812
undulation,an undulating curve ,813
unguent,semisolid preparation (usually containing a medicine) applied externally as a remedy or for soothing an irritation ,814
unintelligible,"poorly articulated or enunciated, or drowned by noise",815
unparalleled,radically distinctive and without equal,816
usurper,one who wrongfully or illegally seizes and holds the place of another ,817
uxorious,foolishly fond of or submissive to your wife,818
vacillate,be undecided about something,819
valetudinarian,of or relating to or characteristic of a person who is a valetudinarian ,820
vapidity,the quality of being vapid and unsophisticated ,821
variegated,having a variety of colors ,822
venality,prostitution of talents or offices or services for reward,823
verdigris,a blue or green powder used as a paint pigment ,824
verisimilitude,the appearance of truth,825
vermicular,decorated with wormlike tracery or markings,826
versatile,having great diversity or variety,827
vertebrate,having a backbone or spinal column,828
vichyssoise,a creamy potato soup flavored with leeks and onions,829
vicissitude,a variation in circumstances or fortune at different times in your life or in the development of something,830
vignette,a brief literary description ,831
virility,the masculine property of being capable of copulation and procreation,832
virulent,extremely poisonous or injurious,833
viscous,having a relatively high resistance to flow ,834
vitiate,corrupt morally or by intemperance or sensuality,835
vitreous,of or relating to or constituting the vitreous humor of the eye,836
vituperative,marked by harshly abusive criticism,837
vociferous,conspicuously and offensively loud,838
volatile,evaporating readily at normal temperatures and pressures,839
voracious,excessively greedy and grasping,840
vulpine,resembling or characteristic of a fox,841
warmonger,a person who advocates war or warlike policies ,842
watercress,of a moderate yellow-green color that is greener and deeper than moss green and yellower and darker than pea green ,843
whimsicality,the trait of acting unpredictably and more from whim or caprice than from reason or judgment,844
whippoorwill,American nocturnal goatsucker with grey-and-white plumage ,845
whirligig,a conical child's plaything tapering to a steel point on which it can be made to spin,846
witticism,a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter ,847
xylophone,a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators,848
zodiacal,relating to or included in the zodiac,849
zoological,concerning the study of animals and their classification and properties,850
